,album,song_title,text
109,"Черновики",Подводная лодка,я пить очень долго вода с пара бензин я видеть глаз в кислота я стать веселеть после полбутылки джина и стать на последний черта и волна плескаться на уровень крыша и белый пена нестись ты мочь кричать но никто не услышать никто не хотеть чтобы ты спастись подводный лодка в степь украина уходить под вода и она не помочь никто не приехать снимать мы с льдина и вряд ли мы смочь прожить этот ночь ты слышать шаг это бродить по палуба осень вот по лестница вниз кувырком а мочь быть взять да весь к черта и бросить уйти по вода босиком а ты испугаться за медь и за злато и весь ночь рисовать круг а я стать похожий на шальной пират без глаз и без нога подводный лодка в степь украина уходить под вода и она не помочь никто не приехать снимать мы с льдина и вряд ли мы смочь прожить этот ночь
110,"Черновики",Аделаида,ветер туман и снег мы один в это дом не бояться стук в окно это к я это северный ветер мы у он в ладонь но северный ветер мой друг он хранить весь что скрытый он сделать так что небо стать свободный от туча там где взойти звезда аделаида я помнить движение губа прикосновение рука я слышать что время стирать весь ты слышать стук сердце это кос найти на камень и нет ни печаль ни зло ни гордость ни обида есть только северный ветер и он разбудить я там где взойти звезда аделаида 
111,"Черновики",Братские могилы,на братский могила не ставить крестовый и вдовый на они не рыдать к он кто то приносить букет цветок и вечный огонь зажигать здесь ранний вставать земля на дыба а нынче гранитный плита здесь нет ни один персональный судьба весь судьба в единый слить а в вечный огонь видеть вспыхнуть танк гореть русский хата гореть смоленск и гореть рейхстаг гореть сердце солдат у братский могила нет заплаканный вдовый сюда ходить человек покрепче на братский могила не ставить крестовый но разве от это лёгкий 
112,"Черновики",Сумасшедший дом,как пуститься в пляс метла шалунья весь изба ходить ходуном вёдро скакать кверху дно он нога бить стул и этот милый сердце звон поднять весь пчела в соседский улей и тот жужжать умчаться вон в двор открытый окно крутиться как веретено и ставень хлопать в ладоши плясать лапоть и калоша чарльстон твист рок наш ролл и румб танцевать с пятка на носка комод опробовать вальсок в обнимка с хромоногий тумба устать решить поспать часок снести дверь с петля и лечь на клумба с испуг разбежаться мышь и кошка притвориться пнуть один кастрюля с стряпня издать пронзительный свист уйти в труба кричать я лифт крутиться стол качаться кресло кадушка расплескать тесто бить самовар по стенка лоб а я прийти домой под вечер и замереть верстовой столб 
113,"Раздвоение личности",Мелькнула чья-то тень,мелькнуть тень поздний ночью через цепочка щёлкнуть замок скользнуть вниз по перила дверь открыть и за порог мелькнуть возле подъезд сразу исчезнуть и появиться вновь из арка дом напротив из подворотня из проходная двор мелькнуть чей то тень и по сигнал мгновенно выть сирена орать офицер в кто то снайпер нацелить центр оцепить город в кольцо ни один отпечаток лаять овчарка вспышка слепить глаз лететь в эфир позывной нервный злой взвизгнуть тормоз мелькнуть чей то тень мелькнуть тень и пропасть возле вокзал ряд с метро в отдельно взять квартира в кинокартина в чёрный пальто мелькнуть тень в переход в день хоровод в бросить здание назад который сутки в чей то рассудок в чей то сознание мелькнуть чей то тень 
114,"Раздвоение личности",Скажи,нева великолепный вид идти по голова идти через гранит переступь черта впервые за сто год взглянуть на красота взглянуть на этот свет шагать в темнота сказать что я она любить без нея весь жизнь равный нуль без нея весь жизнь равный нуль и дождь сквозь плащ и капюшон и пробегать дрожь и страшно и смешно и тесно облако и кругом голова по буква по слог взять мой слово и бросить к она нога сказать что я она любить без нея весь жизнь равный нуль из за нея весь жизнь равный нуль постоять преодолеть страх пропасть под вода затерянный в песок нарисовать круг опять в последний раз неуловимый для рука невидимый для глаз я превращаться в звук сказать что я она любить без нея весь жизнь равный нуль без нея весь жизнь равный нуль из за нея весь жизнь равный нуль 
115,"Раздвоение личности",Матч,добрый утро кухня стакан вода только проснуться сразу попасть под дым только попасть под дым понестись опять полный стадион народ время начинать матч время начинать матч время начинать мы готовый мы прислать на фронт судья так взволновать что не мочь попасть свисток в рота остаться секунда реклама пора прекращать полный стадион народ время начинать матч время начинать матч время начинать да мы знать защита противник играть на сто хотя стоить не большой полтинник полузащита не вылезать из грязь она собирать по весь средний азия и нападение первое по девка в забег играть не худой чем группа чайф играть музыка регги но даже в фирменный джинсы и фирменный майк свердловск пока далеко до ямайка пока далеко до ямайка и питер судить по зимний ботинок и зимний свитер судить по наглый походка и не желание прощать полный стадион народ время начинать матч время начинать матч время начинать мгновение остановиться ты прекрасно мы быть играть широко и опасный остаться половина палец висеть на фаланга я стоять как мудак не прикрыть на фланг хотеть защищаться хотеть нападать полный стадион народ время начинать матч время начинать матч время начинать
116,"Раздвоение личности",На счастье!,через год через два через три через пять через шесть через семь через сто двадцать семь тридцать пять если увидеть ты когда нибыть опять то разорвать на часть если увидеть ты когда нибыть опять то разорвать на счастие через год через два через три через пять через шесть через семь через сто двадцать семь тридцать пять если увидеть ты когда нибыть опять то разорвать на часть если увидеть ты когда нибыть опять то разорвать на часть если увидеть ты когда нибыть опять то разорвать на счастие на счастие на счастие на счастие если увидеть ты когда нибыть опять то разорвать 
117,"Раздвоение личности",Волна,сто тысяча вольт над больной голова и в глаз пелена и волна и волна и волна идти волна когда ты просто улыбаться идти волна когда ты просто улыбаться сто тысяча ватт или в рай или в ада и вод солёный и волна и волна и волна идти волна и ты не думать бросаться идти волна вниз голова в нея бросаться идти волна идти волна идти волна вниз голова в нея бросаться сто тысяча искра на свой страх и свой риск и до самый дно и волна и волна и волна и волна и волна идти волна волна в который ты теряться идти волна волна в который ты теряться идти волна идти волна идти волна волна идти ты не прощаться 
118,"Раздвоение личности",Лепесток,лететь лететь лепесток лететь на запад восток лететь на север на юг лететь наматывать круг вослед сплошной полоса на незнакомый шоссе по черно белые поль вдоль земляничный поляна лететь лететь лепесток лететь на дальний восток лететь на ближний восток лететь наматывать срок быстрый тугой парус над острый кромка лес над ровный гладь море чужой ракета быстрый лететь лететь лепесток лететь скорый с весь нога лететь с большой высота миновать весь блок пост не нарушать ряд не оставлять след пока дымиться уголь лететь пока не сжечь под стук железный дорога лететь под музыка рок лететь под музыка джаз лететь и помнить весь мы и вместе с пение птица едва достигнуть граница сказать что с тот сторона никто не хотеть война никто не хотеть война никто не хотеть война никто не хотеть война никто не хотеть война никто не хотеть война никто не хотеть война никто не хотеть война никто не хотеть война никто не хотеть война никто не хотеть война никто не хотеть война никто не хотеть война никто не хотеть война никто не хотеть война никто не хотеть война никто не хотеть война 
119,"Раздвоение личности",Император,смотреть охранник из будка на окно что плотно зашторить с крик выключить камера весь объектив ладонь быстро закрыть рука скрутить на раскалить капот и на раскалить асфальт и на надоесть работа и в особняк за забор за плотно закрытый штора пересечься миллиард изломанный линия который щедро покрыть ладонь себя заслонить камера и неразборчивый почерк вписать кровь в история весь время на на на ты власть император на на на на ты власть император на на на на ты власть император на 
120,"Раздвоение личности",Бетховен,медленно снег лететь над крыша на весь земля вод и лёд звук становиться неслышный бетховен мёртвый бетховен мёртвый бетховен мёртвый на неопознанный нота взять и рассыпаться аккорд сомкнуться каменный свод бетховен мёртвый бетховен мёртвый бетховен мёртвый бетховен живой и музыка лететь сквозь этаж и музыка лететь сквозь этаж сегодня утром так прекрасный жизнь сегодня утром так прекрасный жизнь сегодня утром так прекрасный жизнь 
121,"Раздвоение личности",Маяк,дым табачный воздух выесть комната глава в крученыховский ада вспомнить за это окно впервые рука твой исступлённо гладить сегодня сидеть вот сердце в железо день ещё выгнать мочь быть изругать в мутный передний долго не влезть сломать дрожь рука в рукав выбег тело в улица бросить я дикий обезумиться отчаяние иссечася не надо это дорогой хороший давать проститься сейчас весь равно любовь мой тяжкий гиря ведь висеть на ты куда ни бежать б дать в последний крик выреветь горечь обиженный жалоба если бык труд уморить он уйти разлечься в холодное вод кроме любовь твой я нету море а у любовь твой и плач не вымолить отдых захотеть покой устать слон царственный лечь в опожарить песок кроме любовь твой я нету солнце а я и не знать где ты и с кто если б так поэт измучить он любимый на деньга б и слава выменять а я ни один не радостный звон кроме звон твой любимый имя и в пролёт не броситься и не выпить яд и курок не смочь над висок нажать надо я кроме твой взгляд не властно лезвие ни один нож завтра забыть что ты короновать что душить цветущий любовь выжечь и суетный день взмести карнавал растрепать страница мой книжка слово мой сухой лист ли заставить остановиться жадно дышать дать хоть последний нежность выстелить твой уходить шаг 
122,"Раздвоение личности",Праздник,жить человек жить жить и не выжить тянуть человек жила жила и не выдержать жить не жалеть петь оращаться к бог дать пожить немного дать пожить ещё немного этот праздник не для весь ни для этот ни для тот господь ты хороший весь пить человек пить пить и не выпить пилить человек липа весь дерево выпилить пить не жалеть петь оращаться к бог дать пожить немного дать пожить ещё немного этот праздник не для весь ни для этот ни для тот господь ты хороший весь господь ты хороший весь господь ты хороший весь господь ты хороший весь господь ты хороший весь господь ты хороший весь господь ты хороший весь господь ты хороший весь господь ты хороший весь 
123,"Раздвоение личности",Сухари и сушки,я хорошо я хорошо с ты я хорошо я хорошо с ты я хорошо я хорошо с ты чаять на стол сухарь и сушка чаять на стол сухарь и сушка чаять на стол сухарь и сушка ночью убежать голова с подушка ночью убежать голова с подушка ночью убежать голова с подушка чаять на стол сухарь и сушка ночью убежать голова с подушка ночью убежать голова с подушка ночью убежать голова с подушка чаять на стол сухарь и сушка ночью убежать голова с подушка ночью убежать убежать убежать убежать убежать убежать убежать голова голова 
124,"Раздвоение личности",Мобильный,спрятаться город за тёмный штора за фонарь и за светофор про весь забыть про весь забыть про весь забыть про весь забыть развести мост чаять твой давно остылый не отвечать мобильный не отвечать на крик о помощь не различать звонок в чёрный полночь про весь забыть про весь забыть про весь забыть про весь забыть город лежать в тьма дело опять к зима носиться автомобиль развести мост чаять твой давно остылый не отвечать мобильный не отвечать мобильный не отвечать мобильный не отвечать мобильный я 
125,"Раздвоение личности",Колокол,белый дымиться рис чей то играть диск сладкий горячий чаять ярко гореть свеча ярко гореть из тот окно спать полутемный двор вверх устремить собор что за прекрасный вид колокол весь звонить колокол весь звонить о ком о ком о ком о ком быстро год пройти в час когда весь уснуть остановить кино ты распахнуть окно ты отворить окно тайком тянуться долго ночь тихо ни слово ни нота ярко луна гореть колокол весь звонить колокол весь звонить о ком о ком о ком о ком 
126,"Раздвоение личности",Пробки,вдруг задрожать стекло небо вдруг стать красный телеэкран ярко вспыхнуть и погаснуть честно испить до дно свой половина литр жать пассажир на кнопка в тёмный кабина лифт вышибить пробка в дом вышибить пробка в дом вышибить пробка в дом вышибить весь пробка в дом где то гулять ветер небо почти касаться в мор бушевать волна в мор белеть парус не различать прямо перед себя скала лестница улица крыша церковь сад вокзал вышибить пробка в дом вышибить пробка в дом вышибить пробка в дом вышибить весь пробка в дом вышибить пробка в дом вышибить пробка в дом вышибить пробка в дом вышибить весь пробка в дом вдруг задрожать стекло небо вдруг стать красный телеэкран ярко вспыхнуть и погаснуть плащ от дождь намокнуть весь почернелый от влага вдруг уместиться жизнь весь на лист бумага вдруг уместиться жизнь весь на лист бумага вдруг уместиться жизнь весь на лист бумага вышибить пробка в дом вышибить пробка в дом вышибить пробка в дом вышибить весь пробка в дом весь пробка в дом весь пробка в дом весь пробка в дом весь пробка в дом весь пробка в дом весь пробка в дом 
127,"Раздвоение личности",Мамма Мия,о mamma mia ты искать какой то матрос он быть неделя не выбрить быть оборванный и босой он перебить весь посуда он искать ты mamma mia он перебить весь посуда он искать ты mamma mia он вновь явиться под утро держать в рука молоток он влить в гореть труба электрический сок он разломать я весь мебель он искать ты mamma mia он перебить весь посуда разломать я весь мебель mamma mia о mamma mia теперь я сам такой же матрос я неделя не выбрить я оборванный и босой я перебить весь посуда я найти ты mamma mia я разломать весь мебель я найти ты mamma mia 
128,"Раздвоение личности",Прочь из моей головы,прочь из мой голов наугад в темнота c середина концерт сквозь толпа сквозь охрана сквозь дверь сквозь парк чтоб чуть чуть постоять над вода на мост прочь из мой голов здесь и так кавардак разбросать фотография выбросить вещий уничтожить улика весь диск отправить в мусорный бак прочь из мой голов твой новый бойфренд пробить весь пароль вскрыть весь твой ящик прочитать мой письмо к ты ни хуй себя ни хуй себя прочь из мой голов босиком кувырком с чемодан в рука или без чемодан в рука налегке вдалеке пока я по ты не проехать каткий прочь из мой голов над москва на метла через терние к звезда с буква у в левый верхний угол в треугольник равносторонний на задний стекло прочь из мой голов оборвать провод спутать карта фигура сметать с доска разбивать шлагбаум на полный ход оставлять разрушить город из мой голов где сфера становиться плоскость где то гореть фейерверк то тлеть свечка из воск где музыка бах смешаться с полотно босха и не дружить между себя полушарие мозг где крутиться строчка один днём и ночью валить из мой голов очень срочно и вместе с себя забрать о ты мой мысль чтобы бог не показаться что мы в это мир слишком зависнуть 
129,"Раздвоение личности",Сын,осень лечь пыль осень угаснуть пыл солнце потускнеть жар осень весь мир жаль осень весь мир жаль скоро доставать шарф греть вино и есть сыр осень прийти сын осень прийти сын греть вино и есть сыр вверх растить из весь жить в мир проводить жизнь в мир проводить жизнь вверх растить из весь жить греть вино и есть сыр осень прийти сын осень прийти сын осень прийти сын 
130,"Сигнал из космоса",Настройка звука,настройка звук войти без стук держаться подруга ловить свой черно белый кайф 
131,"Сигнал из космоса",Дыши легко,дышать легко легко легко дышать легко легко легко дышать насколько мочь глубоко мерцать свет за чёрный пелена луна обходить земля стороной ты навсегда остаться с я кипеть кровь кипеть кровь плескаться за край из берег из берег и корабль бросать якорь мы ветер закрутить среди море и капитан кричать скорый скорый и корабль срывать с якорь волна не видный свет за чёрный пелена луна обходить земля стороной ты навсегда остаться с я дышать легко легко легко дышать легко легко легко дышать насколько мочь глубоко мерцать свет за чёрный пелена луна обходить земля стороной ты навсегда остаться с я дышать легко легко легко дышать легко легко легко дышать легко 
132,"Сигнал из космоса",Добро пожаловать!,добро пожаловать на этот белый свет привет ты словно прилететь сюда с другой планета весь мы порадовать добро пожаловать на этот край земля здесь весь свой мы позвать из океан корабль и быть праздновать добро пожаловать остаться с мы пусть когда нибыть любой жизнь давно закончить путь начаться заново добро пожаловать 
133,"Сигнал из космоса",Больше никакого рок-н-ролла,жар по тело бродить хоровод водить страшно ломить костя не пускать в гость литься пот ручей утром днём ночь видимо напрасно принять лекарство градусник спросонок скоро быть не спасти микстура лезть словно дура вверх температура большой никакой рок наш ролл бродить жар по тело нервный система крутить так как хотеть утром днём и ночью раз прийтись родиться дать насладиться дать надышаться дать человек шанс реализоваться в этот мир ворваться в этот мир влюбиться в этот мир врубиться разочароваться большой никакой рок наш ролл тихо в поднебесный весь остаться в детство весь остаться в прошлое в поднебесный тошный оставаться только под электроток наблюдать событие порвать нить видеть пух и перо рухнуть империя в голов зависнуть медленный мысль сын расти так быстро
134,"Сигнал из космоса",Вниз головой,что случиться с это мир или сдуться шар земной весь перемениться мигом весь случиться мирно весь промчаться мимо я идти домой вниз голова этот мир перевернуться и зависнуть перед я вокруг свет обернуться убежать вернуться закричать качнуться я идти я падать падать падать вниз голова я падать вниз голова прощать навсегда шар земной но мы расставаться с ты с весь разноцветный листва я падать вниз голова с весь разноцветный листва прощать навсегда шар земной но мы расставаться с ты с весь разноцветный листва я падать вниз голова ты пожалуйста не бояться так случается с я ни о что не беспокоиться на замок закрыться с голова укрыться я идти домой я идти домой я идти домой
135,"Сигнал из космоса",Чердак,жить быть дом в чистый пол за угол в городской черта на огромный высота далеко до наш эра в дом жить неизвестный гражданин он курить табак залезать на чердак закрывать плотно дверь далеко до наш эра ключ в рука никто на чердак за окно луна у открытый окно с неизменный сигарета день нестись как то незаметно из дым табак получаться облако и лететь над планета лететь над планета лететь над планета лететь над планета пока пока пока пока пока я сходить с ум облако пока я сходить с ум облако пока я сходить с ум облако пока я сходить с ум дать я знак если распуститься мак под грибной дождь если весь идти путём и усыпать путь цвета дать я знак если что нибыть не так если дым столб в синий небо голубой и гореть чердак над мы 
136,"Сигнал из космоса",Зелёная песня,привет привет зелёный свет зелёный свет привет привет на много год на много год привет салют я не остаться тут я давно звать прохожий петь часы тринадцать бить мы улетать на другой планет мы улетать на другой планет мы улетать на другой планет мы улетать на другой планет прощать прощать зелёный чаять зелёный чаять прощать прощать пустой причал пустой причал прощать мы улетать на другой планет мы улетать на другой планет мы улетать на другой планет мы улетать на другой планет 
137,"Сигнал из космоса",Камень,катиться камень странно сегодня опять целый день помеха в эфир весь происходить как будто в какой то замедлить фильм там на экран катиться камень переживать то страх то печаль то смешной момент катиться камень с тоска в небо наблюдать комета махать хвост катиться камень катиться камень катиться камень не разбирать дорога без смысл без цель без карта он кардинально менять свой координата с камень в карман катиться с место хотеть быстрый другой докатиться до финишный лента и закричать отпустить я с этот три от солнце планета я здесь так тесно я здесь так душный я надоесть на часть человек разделить сушить я поднимать глаз я тосковать по родственный душа я здесь так скучно катиться камень мир ощущать вокруг с каждый днём весь острый весь живой катиться камень не в сила бороться с земной притяжение с камень на шея катиться камень просто не хотеть лежать вдоль дорога у человек под нога катиться в вода с мост и вод разойтись круг над берег ждать цунами
138,"Сигнал из космоса",3307-ой,вдоль дорога лежалый песок вникуда течь вод идти й я умереть из угол ползти игла на коралл лететь корабль идти й я умереть
139,"Сигнал из космоса",Без тормозов,вдоль по дорога напрямик ехать разбитый грузовик двигатель сдохнуть совсем аккумулятор сесть бить по земля баллон гвоздь наглотаться он и без тормоз без тормоз без тормоз так бы он долго и пылить но только водитель закурить громко издать сигнал вдруг грузовик погнать прямо на красный свет по встречный полоса и без тормоз без тормоз без тормоз он разогнаться до триста и тут пешеходный переход и на переход пешеход и грузовик при весь резко уйти наверх через поль луга прямо на облако и без тормоз без тормоз без тормоз и без тормоз без тормоз без тормоз 
140,"Сигнал из космоса",Корабль ждёт!,какой противный аккорд какой такой поставить знак закрыть доселе здесь существовать левый поворот мы ехать в порт у мы цейтнот таксист бухой шансон орать корабль ждать какой убойный косяк я думать жизнь полный кошмар вурдалак санитар выйти весь как раз так реинкарнация возможный надо только проплатить до а то закрыться банк какой чувство расти через мгновение с пассажир команда капитан duty free бассейн сауна камин улетать пароход ты не волноваться мы успеть банк открытый проспект свободный пробка нет таксист бухой шансон орать корабль ждать я так любить этот строить 
141,"Сигнал из космоса",Человек не спал,человек среди ночь начать ходить по квартира бормотать стих напевать что то в странный стиль измерять шаг длина свой ночлег словно он ни за что ударить в лицо человек и пролиться кровь на ковёр на рукав на стена тетива гудеть повсюду летать стрела хорошо что ребёнок в соседний комната спасть в постель человек не спасть он метаться как зверь по клетка уже звонить в полиция он сосед соседка он начать петь очень громко протяжно грустно над голова в темнота закачаться люстра он закричать что не видеть свет в конец тоннель что скоро лето что он не здесь он остаться где то что он дойти что стоить на грань что этот нота нет в этот гамма и что скорее всего он гамлет и ненавидеть людская толпа и тут в квартира вбежать копа он получить сапог под дыхнуть и свет погаснуть и в квартира стихнуть и свет погаснуть и в квартира стихнуть и свет погаснуть и в квартира стихнуть 
142,"Сигнал из космоса",Ковчег,пусть продолжаться сказочный сон поезд остаться уехать перрон быстро мелькать дерево светиться в пол деревня вправо и влево качать вагон скоро родиться на свет человек он подрасти и построить ковчег ливень идти не стихать быстро вод прибывать мы отправляться в сказочный век мы отправляться в сказочный век мы отправляться в сказочный век дождь продолжаться дождь продолжаться дождь продолжаться снизу вверх дождь продолжаться дождь продолжаться дождь продолжаться снизу вверх снизу вверх снизу вверх снизу вверх 
143,"Сигнал из космоса",Выпусти меня отсюда,брызги за корма сверкать так ярко с мир упокоиться на день яхта набежать и спрятаться волна в мор словно чей то голос утонуть в хор оставлять этот берег в минор прежде чем испробовать морской пена я хотеть запомнить этот свет белые я хотеть увидеть на скал город бешено колотиться в грудь кто то выпустить я отсюда выпустить я отсюда я сегодня не найти себя место я сегодня стать на земля тесно я уйти в открытый океан в темень только затонуть корабль тенить видеть как молния войти в темя прежде чем испробовать морской соль я хотеть увидеть как взойти солнце как сверкать в солнечный луч город бешено колотиться в грудь кто то выпустить я отсюда выпустить я отсюда выпустить я отсюда выпустить я отсюда ты начаться и кончиться кино тихо ни один знакомый не мелькнуть в титр ни один знакомый не попасть в кадр только затонуть корабль карта знать где остаться навсегда яхта прежде чем испробовать достигнуть цель я хотеть запомнить этот мир целое пусть сверкать в солнечный луч город бешено колотиться в грудь кто то выпустить я отсюда выпустить я отсюда выпустить я отсюда выпустить я отсюда ты 
144,"Сигнал из космоса",Письмо,я жаль что ты не застать летний ливень в июльский ночь на балтийский залив не видеть ты волшебство этот линия волна до который приятно коснуться рука песок на который рассыпать камень пейзаж не меняться здесь веко я жаль что мы снова не сесть на поезд который пройти часовой этот пояс по стрелка который тянуть на полюс что не отразить в тот купе вечеринка окно где весь время менять картинка и мы не проснуться на утро в обнимка поздно ночью через весь запятая дойти наконец до точка адрес почта не волноваться я не посвятить ты большой ни строчка тихо звук по ночь до я долетать редко плясать буква я писать и не ждать никогда ответ мысль рифма свет остаться остаться звук остальной стереться гаснуть цифра я звонить чтобы просто услышать голос всадник замереть замереть всадник река стать тесно в русло кромка грань я любить не нуждаться в ответный чувство 
